"run_id","source_file","curation_status","scenario_id","treatment","treatment_pair_id","repetition"
"phase05_20260607_202259_ee7d9535","data/logs/phase05_experiments/raw/phase05_20260607_202259_ee7d9535_mavlink_visual_servo.csv","accepted","P05_S04_H2_Y08_YAW15","T1","P05_S04_H2_Y08_YAW15_R05","5"
"phase05_20260607_202528_4e226b05","data/logs/phase05_experiments/raw/phase05_20260607_202528_4e226b05_mavlink_visual_servo.csv","accepted","P05_S04_H2_Y08_YAW15","T1","P05_S04_H2_Y08_YAW15_R06","6"
"phase05_20260607_202802_f1ccaa50","data/logs/phase05_experiments/raw/phase05_20260607_202802_f1ccaa50_baseline_descent.csv","accepted","P05_S04_H2_Y08_YAW15","T0","P05_S04_H2_Y08_YAW15_R06","6"
"phase05_20260607_203018_78b4b93d","data/logs/phase05_experiments/raw/phase05_20260607_203018_78b4b93d_baseline_descent.csv","accepted","P05_S04_H2_Y08_YAW15","T0","P05_S04_H2_Y08_YAW15_R07","7"
"phase05_20260607_203218_26efe62a","data/logs/phase05_experiments/raw/phase05_20260607_203218_26efe62a_mavlink_visual_servo.csv","accepted","P05_S04_H2_Y08_YAW15","T1","P05_S04_H2_Y08_YAW15_R07","7"
"phase05_20260607_203502_6e0b3de1","data/logs/phase05_experiments/raw/phase05_20260607_203502_6e0b3de1_mavlink_visual_servo.csv","accepted","P05_S04_H2_Y08_YAW15","T1","P05_S04_H2_Y08_YAW15_R08","8"
"phase05_20260607_204013_33ccace8","data/logs/phase05_experiments/raw/phase05_20260607_204013_33ccace8_baseline_descent.csv","accepted","P05_S04_H2_Y08_YAW15","T0","P05_S04_H2_Y08_YAW15_R08","8"
"phase05_20260607_210540_4e06679b","data/logs/phase05_experiments/raw/phase05_20260607_210540_4e06679b_baseline_descent.csv","accepted","P05_S04_H2_Y08_YAW15","T0","P05_S04_H2_Y08_YAW15_R09","9"
"phase05_20260607_210813_021d52e2","data/logs/phase05_experiments/raw/phase05_20260607_210813_021d52e2_mavlink_visual_servo.csv","accepted","P05_S04_H2_Y08_YAW15","T1","P05_S04_H2_Y08_YAW15_R09","9"
"phase05_20260607_211217_143c9f08","data/logs/phase05_experiments/raw/phase05_20260607_211217_143c9f08_mavlink_visual_servo.csv","accepted","P05_S04_H2_Y08_YAW15","T1","P05_S04_H2_Y08_YAW15_R10","10"
"phase05_20260607_211514_29807371","data/logs/phase05_experiments/raw/phase05_20260607_211514_29807371_baseline_descent.csv","accepted","P05_S04_H2_Y08_YAW15","T0","P05_S04_H2_Y08_YAW15_R10","10"
"phase05_20260607_213303_9c51c735","data/logs/phase05_experiments/raw/phase05_20260607_213303_9c51c735_baseline_descent.csv","accepted","P05_S05_H3_Y04_YAW0","T0","P05_S05_H3_Y04_YAW0_R01","1"
"phase05_20260607_213623_1b8534dd","data/logs/phase05_experiments/raw/phase05_20260607_213623_1b8534dd_mavlink_visual_servo.csv","accepted","P05_S05_H3_Y04_YAW0","T1","P05_S05_H3_Y04_YAW0_R01","1"
"phase05_20260607_213902_7caf345d","data/logs/phase05_experiments/raw/phase05_20260607_213902_7caf345d_mavlink_visual_servo.csv","accepted","P05_S05_H3_Y04_YAW0","T1","P05_S05_H3_Y04_YAW0_R02","2"
"phase05_20260607_214148_83b1349c","data/logs/phase05_experiments/raw/phase05_20260607_214148_83b1349c_baseline_descent.csv","accepted","P05_S05_H3_Y04_YAW0","T0","P05_S05_H3_Y04_YAW0_R02","2"
"phase05_20260607_214425_58aa6793","data/logs/phase05_experiments/raw/phase05_20260607_214425_58aa6793_baseline_descent.csv","accepted","P05_S05_H3_Y04_YAW0","T0","P05_S05_H3_Y04_YAW0_R03","3"
"phase05_20260607_214643_a41bad91","data/logs/phase05_experiments/raw/phase05_20260607_214643_a41bad91_mavlink_visual_servo.csv","accepted","P05_S05_H3_Y04_YAW0","T1","P05_S05_H3_Y04_YAW0_R03","3"
"phase05_20260607_214908_0cfa1281","data/logs/phase05_experiments/raw/phase05_20260607_214908_0cfa1281_mavlink_visual_servo.csv","accepted","P05_S05_H3_Y04_YAW0","T1","P05_S05_H3_Y04_YAW0_R04","4"
"phase05_20260607_215108_40cc496d","data/logs/phase05_experiments/raw/phase05_20260607_215108_40cc496d_baseline_descent.csv","accepted","P05_S05_H3_Y04_YAW0","T0","P05_S05_H3_Y04_YAW0_R04","4"
"phase05_20260607_221808_a9cca7d9","data/logs/phase05_experiments/raw/phase05_20260607_221808_a9cca7d9_baseline_descent.csv","accepted","P05_S05_H3_Y04_YAW0","T0","P05_S05_H3_Y04_YAW0_R05","5"
"phase05_20260607_222051_9a36760b","data/logs/phase05_experiments/raw/phase05_20260607_222051_9a36760b_mavlink_visual_servo.csv","accepted","P05_S05_H3_Y04_YAW0","T1","P05_S05_H3_Y04_YAW0_R05","5"
"phase05_20260607_222951_4917c63d","data/logs/phase05_experiments/raw/phase05_20260607_222951_4917c63d_mavlink_visual_servo.csv","accepted","P05_S05_H3_Y04_YAW0","T1","P05_S05_H3_Y04_YAW0_R06","6"
"phase05_20260607_223443_4e22bf09","data/logs/phase05_experiments/raw/phase05_20260607_223443_4e22bf09_baseline_descent.csv","accepted","P05_S05_H3_Y04_YAW0","T0","P05_S05_H3_Y04_YAW0_R06","6"
"phase05_20260607_223645_2c1bd3fd","data/logs/phase05_experiments/raw/phase05_20260607_223645_2c1bd3fd_baseline_descent.csv","accepted","P05_S05_H3_Y04_YAW0","T0","P05_S05_H3_Y04_YAW0_R07","7"
"phase05_20260607_224019_fb919ed7","data/logs/phase05_experiments/raw/phase05_20260607_224019_fb919ed7_mavlink_visual_servo.csv","accepted","P05_S05_H3_Y04_YAW0","T1","P05_S05_H3_Y04_YAW0_R07","7"
"phase05_20260607_224226_6ceb231e","data/logs/phase05_experiments/raw/phase05_20260607_224226_6ceb231e_mavlink_visual_servo.csv","accepted","P05_S05_H3_Y04_YAW0","T1","P05_S05_H3_Y04_YAW0_R08","8"
"phase05_20260607_224448_37f56610","data/logs/phase05_experiments/raw/phase05_20260607_224448_37f56610_baseline_descent.csv","accepted","P05_S05_H3_Y04_YAW0","T0","P05_S05_H3_Y04_YAW0_R08","8"
"phase05_20260607_230102_0bf4d95d","data/logs/phase05_experiments/raw/phase05_20260607_230102_0bf4d95d_baseline_descent.csv","accepted","P05_S05_H3_Y04_YAW0","T0","P05_S05_H3_Y04_YAW0_R09","9"
"phase05_20260607_230316_de152728","data/logs/phase05_experiments/raw/phase05_20260607_230316_de152728_mavlink_visual_servo.csv","accepted","P05_S05_H3_Y04_YAW0","T1","P05_S05_H3_Y04_YAW0_R09","9"
"phase05_20260607_230522_8db17bb0","data/logs/phase05_experiments/raw/phase05_20260607_230522_8db17bb0_mavlink_visual_servo.csv","accepted","P05_S05_H3_Y04_YAW0","T1","P05_S05_H3_Y04_YAW0_R10","10"
"phase05_20260607_230808_fc5c095d","data/logs/phase05_experiments/raw/phase05_20260607_230808_fc5c095d_baseline_descent.csv","accepted","P05_S05_H3_Y04_YAW0","T0","P05_S05_H3_Y04_YAW0_R10","10"
"phase05_20260607_233910_4a8cd7ec","data/logs/phase05_experiments/raw/phase05_20260607_233910_4a8cd7ec_baseline_descent.csv","accepted","P05_S06_H3_Y04_YAW15","T0","P05_S06_H3_Y04_YAW15_R01","1"
"phase05_20260607_234238_327228c7","data/logs/phase05_experiments/raw/phase05_20260607_234238_327228c7_mavlink_visual_servo.csv","accepted","P05_S06_H3_Y04_YAW15","T1","P05_S06_H3_Y04_YAW15_R01","1"
"phase05_20260607_234624_88a84c56","data/logs/phase05_experiments/raw/phase05_20260607_234624_88a84c56_mavlink_visual_servo.csv","accepted","P05_S06_H3_Y04_YAW15","T1","P05_S06_H3_Y04_YAW15_R02","2"
"phase05_20260607_234943_48e4e226","data/logs/phase05_experiments/raw/phase05_20260607_234943_48e4e226_baseline_descent.csv","accepted","P05_S06_H3_Y04_YAW15","T0","P05_S06_H3_Y04_YAW15_R02","2"
"phase05_20260607_235325_8c8bb524","data/logs/phase05_experiments/raw/phase05_20260607_235325_8c8bb524_baseline_descent.csv","accepted","P05_S06_H3_Y04_YAW15","T0","P05_S06_H3_Y04_YAW15_R03","3"
"phase05_20260607_235731_308afe85","data/logs/phase05_experiments/raw/phase05_20260607_235731_308afe85_mavlink_visual_servo.csv","accepted","P05_S06_H3_Y04_YAW15","T1","P05_S06_H3_Y04_YAW15_R03","3"
"phase05_20260608_000028_039492bd","data/logs/phase05_experiments/raw/phase05_20260608_000028_039492bd_mavlink_visual_servo.csv","accepted","P05_S06_H3_Y04_YAW15","T1","P05_S06_H3_Y04_YAW15_R04","4"
"phase05_20260608_000247_7a6e3332","data/logs/phase05_experiments/raw/phase05_20260608_000247_7a6e3332_baseline_descent.csv","accepted","P05_S06_H3_Y04_YAW15","T0","P05_S06_H3_Y04_YAW15_R04","4"
"phase05_20260608_001718_3e8d2fb1","data/logs/phase05_experiments/raw/phase05_20260608_001718_3e8d2fb1_baseline_descent.csv","accepted","P05_S06_H3_Y04_YAW15","T0","P05_S06_H3_Y04_YAW15_R05","5"
"phase05_20260608_003026_6c0a185e","data/logs/phase05_experiments/raw/phase05_20260608_003026_6c0a185e_mavlink_visual_servo.csv","accepted","P05_S06_H3_Y04_YAW15","T1","P05_S06_H3_Y04_YAW15_R05","5"
"phase05_20260608_003245_b76351c8","data/logs/phase05_experiments/raw/phase05_20260608_003245_b76351c8_mavlink_visual_servo.csv","accepted","P05_S06_H3_Y04_YAW15","T1","P05_S06_H3_Y04_YAW15_R06","6"
"phase05_20260608_003506_3a955a59","data/logs/phase05_experiments/raw/phase05_20260608_003506_3a955a59_baseline_descent.csv","accepted","P05_S06_H3_Y04_YAW15","T0","P05_S06_H3_Y04_YAW15_R06","6"
"phase05_20260608_003721_0a408242","data/logs/phase05_experiments/raw/phase05_20260608_003721_0a408242_baseline_descent.csv","accepted","P05_S06_H3_Y04_YAW15","T0","P05_S06_H3_Y04_YAW15_R07","7"
"phase05_20260608_003953_87d08eed","data/logs/phase05_experiments/raw/phase05_20260608_003953_87d08eed_mavlink_visual_servo.csv","accepted","P05_S06_H3_Y04_YAW15","T1","P05_S06_H3_Y04_YAW15_R07","7"
"phase05_20260608_004215_1ebfe23d","data/logs/phase05_experiments/raw/phase05_20260608_004215_1ebfe23d_mavlink_visual_servo.csv","accepted","P05_S06_H3_Y04_YAW15","T1","P05_S06_H3_Y04_YAW15_R08","8"
"phase05_20260608_004430_67507501","data/logs/phase05_experiments/raw/phase05_20260608_004430_67507501_baseline_descent.csv","accepted","P05_S06_H3_Y04_YAW15","T0","P05_S06_H3_Y04_YAW15_R08","8"
"phase05_20260608_005400_ece937e5","data/logs/phase05_experiments/raw/phase05_20260608_005400_ece937e5_baseline_descent.csv","accepted","P05_S06_H3_Y04_YAW15","T0","P05_S06_H3_Y04_YAW15_R09","9"
"phase05_20260608_005635_b3de11f3","data/logs/phase05_experiments/raw/phase05_20260608_005635_b3de11f3_mavlink_visual_servo.csv","accepted","P05_S06_H3_Y04_YAW15","T1","P05_S06_H3_Y04_YAW15_R09","9"
"phase05_20260608_005858_727a0c85","data/logs/phase05_experiments/raw/phase05_20260608_005858_727a0c85_mavlink_visual_servo.csv","accepted","P05_S06_H3_Y04_YAW15","T1","P05_S06_H3_Y04_YAW15_R10","10"
"phase05_20260608_010121_9015143d","data/logs/phase05_experiments/raw/phase05_20260608_010121_9015143d_baseline_descent.csv","accepted","P05_S06_H3_Y04_YAW15","T0","P05_S06_H3_Y04_YAW15_R10","10"
"phase05_20260608_104943_84c26529","data/logs/phase05_experiments/raw/phase05_20260608_104943_84c26529_baseline_descent.csv","accepted","P05_S07_H3_Y08_YAW0","T0","P05_S07_H3_Y08_YAW0_R01","1"
"phase05_20260608_105157_18017f67","data/logs/phase05_experiments/raw/phase05_20260608_105157_18017f67_mavlink_visual_servo.csv","accepted","P05_S07_H3_Y08_YAW0","T1","P05_S07_H3_Y08_YAW0_R01","1"
"phase05_20260608_105539_0b6fcf44","data/logs/phase05_experiments/raw/phase05_20260608_105539_0b6fcf44_mavlink_visual_servo.csv","accepted","P05_S07_H3_Y08_YAW0","T1","P05_S07_H3_Y08_YAW0_R02","2"
"phase05_20260608_105821_fd28825e","data/logs/phase05_experiments/raw/phase05_20260608_105821_fd28825e_baseline_descent.csv","accepted","P05_S07_H3_Y08_YAW0","T0","P05_S07_H3_Y08_YAW0_R02","2"
"phase05_20260608_110142_915fc1ee","data/logs/phase05_experiments/raw/phase05_20260608_110142_915fc1ee_baseline_descent.csv","accepted","P05_S07_H3_Y08_YAW0","T0","P05_S07_H3_Y08_YAW0_R03","3"
"phase05_20260608_110423_5cc26639","data/logs/phase05_experiments/raw/phase05_20260608_110423_5cc26639_mavlink_visual_servo.csv","accepted","P05_S07_H3_Y08_YAW0","T1","P05_S07_H3_Y08_YAW0_R03","3"
"phase05_20260608_112944_5eb17392","data/logs/phase05_experiments/raw/phase05_20260608_112944_5eb17392_mavlink_visual_servo.csv","accepted","P05_S07_H3_Y08_YAW0","T1","P05_S07_H3_Y08_YAW0_R04","4"
"phase05_20260608_113207_9cd80600","data/logs/phase05_experiments/raw/phase05_20260608_113207_9cd80600_baseline_descent.csv","accepted","P05_S07_H3_Y08_YAW0","T0","P05_S07_H3_Y08_YAW0_R04","4"
"phase05_20260608_115833_ac615232","data/logs/phase05_experiments/raw/phase05_20260608_115833_ac615232_baseline_descent.csv","accepted","P05_S07_H3_Y08_YAW0","T0","P05_S07_H3_Y08_YAW0_R05","5"
"phase05_20260608_120108_01bf9b72","data/logs/phase05_experiments/raw/phase05_20260608_120108_01bf9b72_mavlink_visual_servo.csv","accepted","P05_S07_H3_Y08_YAW0","T1","P05_S07_H3_Y08_YAW0_R05","5"
"phase05_20260608_120325_a9584a19","data/logs/phase05_experiments/raw/phase05_20260608_120325_a9584a19_mavlink_visual_servo.csv","accepted","P05_S07_H3_Y08_YAW0","T1","P05_S07_H3_Y08_YAW0_R06","6"
"phase05_20260608_120603_2c9dc18c","data/logs/phase05_experiments/raw/phase05_20260608_120603_2c9dc18c_baseline_descent.csv","accepted","P05_S07_H3_Y08_YAW0","T0","P05_S07_H3_Y08_YAW0_R06","6"
"phase05_20260608_120821_9e5b2b7c","data/logs/phase05_experiments/raw/phase05_20260608_120821_9e5b2b7c_baseline_descent.csv","accepted","P05_S07_H3_Y08_YAW0","T0","P05_S07_H3_Y08_YAW0_R07","7"
"phase05_20260608_121033_33399d34","data/logs/phase05_experiments/raw/phase05_20260608_121033_33399d34_mavlink_visual_servo.csv","accepted","P05_S07_H3_Y08_YAW0","T1","P05_S07_H3_Y08_YAW0_R07","7"
"phase05_20260608_121322_9d00fb97","data/logs/phase05_experiments/raw/phase05_20260608_121322_9d00fb97_mavlink_visual_servo.csv","accepted","P05_S07_H3_Y08_YAW0","T1","P05_S07_H3_Y08_YAW0_R08","8"
"phase05_20260608_121619_f18597c3","data/logs/phase05_experiments/raw/phase05_20260608_121619_f18597c3_baseline_descent.csv","superseded","P05_S07_H3_Y08_YAW0","T0","P05_S07_H3_Y08_YAW0_R08","8"
"phase05_20260608_121826_222fe0bc","data/logs/phase05_experiments/raw/phase05_20260608_121826_222fe0bc_baseline_descent.csv","superseded","P05_S07_H3_Y08_YAW0","T0","P05_S07_H3_Y08_YAW0_R08","8"
"phase05_20260608_122434_ac873b0b","data/logs/phase05_experiments/raw/phase05_20260608_122434_ac873b0b_baseline_descent.csv","accepted","P05_S07_H3_Y08_YAW0","T0","P05_S07_H3_Y08_YAW0_R08","8"
"phase05_20260608_130247_e28ac4f0","data/logs/phase05_experiments/raw/phase05_20260608_130247_e28ac4f0_baseline_descent.csv","accepted","P05_S07_H3_Y08_YAW0","T0","P05_S07_H3_Y08_YAW0_R09","9"
"phase05_20260608_131411_c3801822","data/logs/phase05_experiments/raw/phase05_20260608_131411_c3801822_mavlink_visual_servo.csv","accepted","P05_S07_H3_Y08_YAW0","T1","P05_S07_H3_Y08_YAW0_R09","9"
"phase05_20260608_131743_02ff76bb","data/logs/phase05_experiments/raw/phase05_20260608_131743_02ff76bb_mavlink_visual_servo.csv","accepted","P05_S07_H3_Y08_YAW0","T1","P05_S07_H3_Y08_YAW0_R10","10"
"phase05_20260608_132016_13101669","data/logs/phase05_experiments/raw/phase05_20260608_132016_13101669_baseline_descent.csv","accepted","P05_S07_H3_Y08_YAW0","T0","P05_S07_H3_Y08_YAW0_R10","10"
"phase05_20260608_145204_e031cbc5","data/logs/phase05_experiments/raw/phase05_20260608_145204_e031cbc5_baseline_descent.csv","accepted","P05_S08_H3_Y08_YAW15","T0","P05_S08_H3_Y08_YAW15_R01","1"
"phase05_20260608_145623_5cf1f00c","data/logs/phase05_experiments/raw/phase05_20260608_145623_5cf1f00c_mavlink_visual_servo.csv","accepted","P05_S08_H3_Y08_YAW15","T1","P05_S08_H3_Y08_YAW15_R01","1"
"phase05_20260608_145858_66086f4f","data/logs/phase05_experiments/raw/phase05_20260608_145858_66086f4f_mavlink_visual_servo.csv","accepted","P05_S08_H3_Y08_YAW15","T1","P05_S08_H3_Y08_YAW15_R02","2"
"phase05_20260608_150148_ca339b4f","data/logs/phase05_experiments/raw/phase05_20260608_150148_ca339b4f_baseline_descent.csv","accepted","P05_S08_H3_Y08_YAW15","T0","P05_S08_H3_Y08_YAW15_R02","2"
"phase05_20260608_150412_e0539f18","data/logs/phase05_experiments/raw/phase05_20260608_150412_e0539f18_baseline_descent.csv","accepted","P05_S08_H3_Y08_YAW15","T0","P05_S08_H3_Y08_YAW15_R03","3"
"phase05_20260608_150643_cddaa57d","data/logs/phase05_experiments/raw/phase05_20260608_150643_cddaa57d_mavlink_visual_servo.csv","accepted","P05_S08_H3_Y08_YAW15","T1","P05_S08_H3_Y08_YAW15_R03","3"
"phase05_20260608_150901_e29040c2","data/logs/phase05_experiments/raw/phase05_20260608_150901_e29040c2_mavlink_visual_servo.csv","accepted","P05_S08_H3_Y08_YAW15","T1","P05_S08_H3_Y08_YAW15_R04","4"
"phase05_20260608_151114_e6e1f464","data/logs/phase05_experiments/raw/phase05_20260608_151114_e6e1f464_baseline_descent.csv","accepted","P05_S08_H3_Y08_YAW15","T0","P05_S08_H3_Y08_YAW15_R04","4"
"phase05_20260608_153204_75c1cf12","data/logs/phase05_experiments/raw/phase05_20260608_153204_75c1cf12_baseline_descent.csv","accepted","P05_S08_H3_Y08_YAW15","T0","P05_S08_H3_Y08_YAW15_R05","5"
"phase05_20260608_153518_1f649825","data/logs/phase05_experiments/raw/phase05_20260608_153518_1f649825_mavlink_visual_servo.csv","accepted","P05_S08_H3_Y08_YAW15","T1","P05_S08_H3_Y08_YAW15_R05","5"
"phase05_20260608_153752_cbd723c3","data/logs/phase05_experiments/raw/phase05_20260608_153752_cbd723c3_mavlink_visual_servo.csv","accepted","P05_S08_H3_Y08_YAW15","T1","P05_S08_H3_Y08_YAW15_R06","6"
"phase05_20260608_154116_86105482","data/logs/phase05_experiments/raw/phase05_20260608_154116_86105482_baseline_descent.csv","accepted","P05_S08_H3_Y08_YAW15","T0","P05_S08_H3_Y08_YAW15_R06","6"
"phase05_20260608_154347_ecf70a40","data/logs/phase05_experiments/raw/phase05_20260608_154347_ecf70a40_baseline_descent.csv","accepted","P05_S08_H3_Y08_YAW15","T0","P05_S08_H3_Y08_YAW15_R07","7"
"phase05_20260608_154624_690038b4","data/logs/phase05_experiments/raw/phase05_20260608_154624_690038b4_mavlink_visual_servo.csv","accepted","P05_S08_H3_Y08_YAW15","T1","P05_S08_H3_Y08_YAW15_R07","7"
"phase05_20260608_154849_a312c4d5","data/logs/phase05_experiments/raw/phase05_20260608_154849_a312c4d5_mavlink_visual_servo.csv","accepted","P05_S08_H3_Y08_YAW15","T1","P05_S08_H3_Y08_YAW15_R08","8"
"phase05_20260608_155107_6001aa64","data/logs/phase05_experiments/raw/phase05_20260608_155107_6001aa64_baseline_descent.csv","accepted","P05_S08_H3_Y08_YAW15","T0","P05_S08_H3_Y08_YAW15_R08","8"
"phase05_20260608_160251_dafcb6ba","data/logs/phase05_experiments/raw/phase05_20260608_160251_dafcb6ba_baseline_descent.csv","accepted","P05_S08_H3_Y08_YAW15","T0","P05_S08_H3_Y08_YAW15_R09","9"
"phase05_20260608_160541_dcf510ce","data/logs/phase05_experiments/raw/phase05_20260608_160541_dcf510ce_mavlink_visual_servo.csv","accepted","P05_S08_H3_Y08_YAW15","T1","P05_S08_H3_Y08_YAW15_R09","9"
"phase05_20260608_160802_e1f96ad8","data/logs/phase05_experiments/raw/phase05_20260608_160802_e1f96ad8_mavlink_visual_servo.csv","accepted","P05_S08_H3_Y08_YAW15","T1","P05_S08_H3_Y08_YAW15_R10","10"
"phase05_20260608_161033_b151d6ea","data/logs/phase05_experiments/raw/phase05_20260608_161033_b151d6ea_baseline_descent.csv","accepted","P05_S08_H3_Y08_YAW15","T0","P05_S08_H3_Y08_YAW15_R10","10"
